North by Northwest	1959	8.3	Cary Grant*Eva Marie Saint*James Mason*Jessie Royce Landis
You Don't Mess with the Zohan	2008	5.5	Adam Sandler*John Turturro*Emmanuelle Chriqui*Nick Swardson
Lilo & Stitch	2002	7.2	Daveigh Chase*Chris Sanders*Tia Carrere*David Ogden Stiers
Escape from New York	1981	7.2	Kurt Russell*Lee Van Cleef*Ernest Borgnine*Donald Pleasence
Gisaengchung	2019	8.8	Kang-ho Song*Sun-kyun Lee*Yeo-Jeong Cho*Woo-sik Choi
Bolt	2008	6.8	John Travolta*Miley Cyrus*Susie Essman*Mark Walton
The New Romantic	2018	5.8	Jessica Barden*Hayley Law*Brett Dier*Camila Mendes
Top Secret!	1984	7.2	Val Kilmer*Lucy Gutteridge*Peter Cushing*Jeremy Kemp
She's Funny That Way	2014	6.1	Imogen Poots*Owen Wilson*Jennifer Aniston*Kathryn Hahn
Raging Bull	1980	8.2	Robert De Niro*Cathy Moriarty*Joe Pesci*Frank Vincent
Alpha Dog	2006	6.9	Emile Hirsch*Justin Timberlake*Anton Yelchin*Bruce Willis
The Current War	2017	6.1	Tom Holland*Nicholas Hoult*Benedict Cumberbatch*Katherine Waterston
Insidious: Chapter 2	2013	6.6	Patrick Wilson*Rose Byrne*Barbara Hershey*Lin Shaye
Eraserhead	1977	7.4	Jack Nance*Charlotte Stewart*Allen Joseph*Jeanne Bates
Falling Down	1993	7.6	Michael Douglas*Robert Duvall*Barbara Hershey*Rachel Ticotin
Seven Psychopaths	2012	7.2	Colin Farrell*Woody Harrelson*Sam Rockwell*Christopher Walken
Ocean's Thirteen	2007	6.9	George Clooney*Brad Pitt*Matt Damon*Michael Mantell
Captain Phillips	2013	7.8	Tom Hanks*Barkhad Abdi*Barkhad Abdirahman*Catherine Keener
The Three Musketeers	2011	5.8	Logan Lerman*Matthew Macfadyen*Ray Stevenson*Milla Jovovich
I Am Number Four	2011	6.1	Alex Pettyfer*Timothy Olyphant*Dianna Agron*Teresa Palmer
The Natural	1984	7.5	Robert Redford*Robert Duvall*Glenn Close*Kim Basinger
Thirteen Days	2000	7.3	Kevin Costner*Bruce Greenwood*Shawn Driscoll*Drake Cook
Ladyhawke	1985	7.0	Matthew Broderick*Rutger Hauer*Michelle Pfeiffer*Leo McKern
First Kill	2017	4.9	Bruce Willis*Hayden Christensen*Ty Shelton*Megan Leonard
The Karate Kid	2010	6.2	Jackie Chan*Jaden Smith*Taraji P. Henson*Wenwen Han
Scary Movie 2	2001	5.3	Anna Faris*Marlon Wayans*Antony Acker*Mark Barrett
From Russia with Love	1963	7.4	Sean Connery*Robert Shaw*Lotte Lenya*Daniela Bianchi
The Birds	1963	7.7	Rod Taylor*Tippi Hedren*Jessica Tandy*Suzanne Pleshette
The Boy	2016	6.0	Lauren Cohan*Rupert Evans*James Russell*Jim Norton
Last Action Hero	1993	6.3	Arnold Schwarzenegger*F. Murray Abraham*Art Carney*Charles Dance
Christine	1983	6.7	Keith Gordon*John Stockwell*Alexandra Paul*Robert Prosky
The Do-Over	2016	5.7	Adam Sandler*David Spade*Paula Patton*Kathryn Hahn
Mr. Church	2016	7.7	Eddie Murphy*Britt Robertson*Natascha McElhone*Xavier Samuel
Date Night	2010	6.3	Steve Carell*Tina Fey*Mark Wahlberg*Taraji P. Henson
Road Trip	2000	6.5	Breckin Meyer*Seann William Scott*Amy Smart*Paulo Costanzo
Risky Business	1983	6.8	Tom Cruise*Rebecca De Mornay*Joe Pantoliano*Richard Masur
Ben-Hur	1959	8.1	Charlton Heston*Jack Hawkins*Stephen Boyd*Haya Harareet
Romeo and Juliet	1968	7.6	Leonard Whiting*Olivia Hussey*John McEnery*Milo O'Shea
Lord of War	2005	7.6	Nicolas Cage*Ethan Hawke*Jared Leto*Bridget Moynahan
Indecent Proposal	1993	5.9	Robert Redford*Demi Moore*Woody Harrelson*Seymour Cassel
Mission: Impossible II	2000	6.1	Tom Cruise*Dougray Scott*Thandie Newton*Ving Rhames
Maid in Manhattan	2002	5.2	Jennifer Lopez*Ralph Fiennes*Natasha Richardson*Stanley Tucci
Chronicle	2012	7.1	Dane DeHaan*Alex Russell*Michael B. Jordan*Michael Kelly
Army of Darkness	1992	7.6	Bruce Campbell*Embeth Davidtz*Marcus Gilbert*Ian Abercrombie
The Bone Collector	1999	6.7	Denzel Washington*Angelina Jolie*Queen Latifah*Michael Rooker
The Mod Squad	1999	4.2	Claire Danes*Omar Epps*Giovanni Ribisi*Dennis Farina
Dirty Harry	1971	7.8	Clint Eastwood*Andrew Robinson*Harry Guardino*Reni Santoni
Astérix: Le secret de la potion magique	2018	6.9	Christian Clavier*Guillaume Briat*Alex Lutz*Alexandre Astier
A Bad Moms Christmas	2017	5.5	Mila Kunis*Kristen Bell*Kathryn Hahn*Jay Hernandez
Escape Room	2017	4.2	Evan Williams*Annabelle Stephenson*Elisabeth Hower*Dan J. Johnson
Midnight Lace	1960	6.8	Doris Day*Rex Harrison*John Gavin*Myrna Loy
The Thrill of It All	1963	7.0	Doris Day*James Garner*Arlene Francis*Edward Andrews
The Brave One	2007	6.8	Jodie Foster*Terrence Howard*Naveen Andrews*Nicky Katt
Crocodile Dundee	1986	6.6	Paul Hogan*Linda Kozlowski*John Meillon*David Gulpilil
The Client	1994	6.7	Susan Sarandon*Tommy Lee Jones*Brad Renfro*Mary-Louise Parker
Grindhouse	2007	7.6	Kurt Russell*Rose McGowan*Danny Trejo*Zoë Bell
Hancock	2008	6.4	Will Smith*Charlize Theron*Jason Bateman*Jae Head
Diary of a Wimpy Kid	2010	6.2	Zachary Gordon*Robert Capron*Rachael Harris*Steve Zahn
Little Shop of Horrors	1986	7.0	Rick Moranis*Ellen Greene*Vincent Gardenia*Levi Stubbs
Final Destination 2	2003	6.2	A.J. Cook*Ali Larter*Tony Todd*Michael Landes
The Texas Chainsaw Massacre: The Beginning	2006	5.9	Jordana Brewster*Matt Bomer*Diora Baird*Taylor Handley
The Hummingbird Project	2018	6.5	Jesse Eisenberg*Alexander Skarsgård*Salma Hayek*Michael Mando
Ang-ma-reul bo-at-da	2010	7.8	Byung-Hun Lee*Min-sik Choi*Joon-Hyuk Lee*In-seo Kim
Tau	2018	5.8	Maika Monroe*Ed Skrein*Gary Oldman*Fiston Barek
Megamind	2010	7.3	Will Ferrell*Jonah Hill*Brad Pitt*Tina Fey
The Lone Ranger	2013	6.4	Johnny Depp*Armie Hammer*William Fichtner*Tom Wilkinson
Teen Wolf	1985	6.0	Michael J. Fox*James Hampton*Susan Ursitti*Jerry Levine
The Basement	2018	3.7	Jackson Davis*Cayleb Long*Mischa Barton*Bailey Anne Borders
The Bourne Supremacy	2004	7.7	Matt Damon*Franka Potente*Joan Allen*Brian Cox
Lethal Weapon	1987	7.6	Mel Gibson*Danny Glover*Gary Busey*Mitchell Ryan
Being John Malkovich	1999	7.8	John Cusack*Cameron Diaz*Catherine Keener*John Malkovich
Look Away	2018	6.3	India Eisley*Jason Isaacs*Mira Sorvino*Penelope Mitchell
Pandorum	2009	6.8	Dennis Quaid*Ben Foster*Cam Gigandet*Antje Traue
Meet the Fockers	2004	6.3	Ben Stiller*Robert De Niro*Blythe Danner*Teri Polo
Insomnia	2002	7.2	Al Pacino*Robin Williams*Hilary Swank*Martin Donovan
Elizabeth	1998	7.5	Cate Blanchett*Liz Giles*Rod Culbertson*Paul Fox
30 Days of Night	2007	6.6	Josh Hartnett*Melissa George*Danny Huston*Ben Foster
Changeling	2008	7.7	Angelina Jolie*Colm Feore*Amy Ryan*Gattlin Griffith
The Report	2019	6.4	Sarah Goldberg*Adam Driver*Jon Hamm*Jennifer Morrison
Zoo-Head	2019	4.2	Daniel Ahmadi*Hussina Raja*Brian Potter Jr.*Ross Mullan
Short Term 12	2013	8.0	Brie Larson*Frantz Turner*John Gallagher Jr.*Kaitlyn Dever
Safe Haven	2013	6.7	Julianne Hough*Josh Duhamel*Cobie Smulders*David Lyons
Tucker and Dale vs Evil	2010	7.6	Tyler Labine*Alan Tudyk*Katrina Bowden*Jesse Moss
P.S. I Love You	2007	7.1	Hilary Swank*Gerard Butler*Harry Connick Jr.*Lisa Kudrow
National Lampoon's Christmas Vacation	1989	7.6	Chevy Chase*Beverly D'Angelo*Juliette Lewis*Johnny Galecki
Monster House	2006	6.6	Mitchel Musso*Sam Lerner*Spencer Locke*Ryan Whitney Newman
Van Wilder	2002	6.4	Ryan Reynolds*Tara Reid*Tim Matheson*Kal Penn
Harold & Kumar Escape from Guantanamo Bay	2008	6.6	John Cho*Kal Penn*Neil Patrick Harris*Rob Corddry
Stuart Little	1999	5.9	Michael J. Fox*Geena Davis*Hugh Laurie*Jonathan Lipnicki
Swingers	1996	7.3	Vince Vaughn*Heather Graham*Jon Favreau*Ron Livingston
Funny Games	1997	7.6	Susanne Lothar*Ulrich Mühe*Arno Frisch*Frank Giering
Stagecoach	1966	6.0	Ann-Margret*Alex Cord*Red Buttons*Mike Connors
Munich	2005	7.6	Eric Bana*Daniel Craig*Marie-Josée Croze*Ciarán Hinds
Blades of Glory	2007	6.3	Will Ferrell*Jon Heder*Amy Poehler*Will Arnett
The Ten Commandments	1956	7.9	Charlton Heston*Yul Brynner*Anne Baxter*Edward G. Robinson
Gothika	2003	5.8	Halle Berry*Penélope Cruz*Robert Downey Jr.*Charles S. Dutton
Do the Right Thing	1989	7.9	Danny Aiello*Ossie Davis*Ruby Dee*Richard Edson
The Rocketeer	1991	6.4	Billy Campbell*Jennifer Connelly*Alan Arkin*Timothy Dalton
The Tourist	2010	6.0	Johnny Depp*Angelina Jolie*Paul Bettany*Timothy Dalton
The Wild Bunch	1969	8.0	William Holden*Ernest Borgnine*Robert Ryan*Edmond O'Brien
Footloose	1984	6.5	Kevin Bacon*Lori Singer*John Lithgow*Dianne Wiest
Jeremiah Terminator LeRoy	2018	5.4	Kristen Stewart*Laura Dern*Jim Sturgess*Diane Kruger
Dogma	1999	7.3	Ben Affleck*Matt Damon*Linda Fiorentino*Bud Cort
Dronningen	2019	8.0	Trine Dyrholm*Gustav Lindh*Magnus Krepper*Liv Esmår Dannemann
The 'Burbs	1989	6.9	Tom Hanks*Bruce Dern*Carrie Fisher*Corey Feldman
Norbit	2007	4.0	Eddie Murphy*Thandie Newton*Terry Crews*Clifton Powell
The Imaginarium of Doctor Parnassus	2009	6.8	Christopher Plummer*Lily Cole*Heath Ledger*Andrew Garfield
Ordinary People	1980	7.8	Donald Sutherland*Mary Tyler Moore*Judd Hirsch*Timothy Hutton
The Hoard	2018	5.2	Lisa Solberg*Tony Burgess*Barry More*Ry Barrett
Fahrenheit 451	2018	4.9	Michael B. Jordan*Aaron Davis*Cindy Katz*Michael Shannon
Nuovo Cinema Paradiso	1988	8.5	Philippe Noiret*Enzo Cannavale*Antonella Attili*Isa Danieli
Faa yeung nin wa	2000	8.1	Tony Chiu-Wai Leung*Maggie Cheung*Ping Lam Siu*Tung Cho 'Joe' Cheung
Don't Tell Mom the Babysitter's Dead	1991	6.2	Christina Applegate*Joanna Cassidy*John Getz*Josh Charles
The Postman	1997	6.0	Kevin Costner*Will Patton*Larenz Tate*Olivia Williams
Water for Elephants	2011	6.9	Robert Pattinson*Reese Witherspoon*Christoph Waltz*Paul Schneider
Planet of the Apes	1968	8.0	Charlton Heston*Roddy McDowall*Kim Hunter*Maurice Evans
Some Kind of Wonderful	1987	7.1	Eric Stoltz*Mary Stuart Masterson*Lea Thompson*Craig Sheffer
Land of the Lost	2009	5.4	Will Ferrell*Danny McBride*Anna Friel*Jorma Taccone
Blade II	2002	6.7	Wesley Snipes*Kris Kristofferson*Ron Perlman*Leonor Varela
What Women Want	2000	6.4	Mel Gibson*Helen Hunt*Marisa Tomei*Alan Alda
Event Horizon	1997	6.7	Laurence Fishburne*Sam Neill*Kathleen Quinlan*Joely Richardson
The Hundred-Foot Journey	2014	7.3	Helen Mirren*Om Puri*Manish Dayal*Charlotte Le Bon
The Hard Way	2019	4.7	Michael Jai White*Luke Goss*Randy Couture*Madalina Anea
Annie Hall	1977	8.0	Woody Allen*Diane Keaton*Tony Roberts*Carol Kane
A Scanner Darkly	2006	7.1	Keanu Reeves*Winona Ryder*Robert Downey Jr.*Rory Cochrane
Winchester	2018	5.4	Helen Mirren*Sarah Snook*Finn Scicluna-O'Prey*Jason Clarke
Nomis	2018	7.8	Alexandra Daddario*Henry Cavill*Minka Kelly*Stanley Tucci
Silent Hill: Revelation	2012	5.0	Adelaide Clemens*Kit Harington*Sean Bean*Carrie-Anne Moss
River's Edge	1986	7.1	Crispin Glover*Keanu Reeves*Ione Skye*Daniel Roebuck
The Bank Job	2008	7.2	Jason Statham*Saffron Burrows*Stephen Campbell Moore*Daniel Mays
Black Mass	2015	6.9	Johnny Depp*Benedict Cumberbatch*Dakota Johnson*Joel Edgerton
Chasing Molly	2019	6.7	Kurt Angle*Shelley Pack*Jim Cashman*Stephanie Barkley
Going in Style	2017	6.6	Michael Caine*Alan Arkin*Ann-Margret*Matt Dillon
Colossal	2016	6.2	Anne Hathaway*Jason Sudeikis*Austin Stowell*Tim Blake Nelson
Bloodsport	1988	6.8	Jean-Claude Van Damme*Donald Gibb*Leah Ayres*Norman Burton
Piranha 3D	2010	5.4	Elisabeth Shue*Jerry O'Connell*Richard Dreyfuss*Ving Rhames
Just Say Goodbye	2017	8.4	Katerina Eichenberger*Max MacKenzie*William Galatis*Jesse Walters
Hackers	1995	6.2	Jonny Lee Miller*Angelina Jolie*Jesse Bradford*Matthew Lillard
A Series of Unfortunate Events	2004	6.8	Jim Carrey*Jude Law*Meryl Streep*Liam Aiken
The Shack	2017	6.3	Sam Worthington*Octavia Spencer*Tim McGraw*Radha Mitchell
The Guardian	2006	6.9	Kevin Costner*Ashton Kutcher*Sela Ward*Melissa Sagemiller
Revolt	2017	5.2	Lee Pace*Bérénice Marlohe*Jason Flemyng*Sibulele Gcilitshana
Music and Lyrics	2007	6.5	Hugh Grant*Drew Barrymore*Scott Porter*Nick Bacon
Death Note	2017	4.5	Nat Wolff*LaKeith Stanfield*Margaret Qualley*Shea Whigham
The Layover	2017	4.7	Kate Upton*Alexandra Daddario*Matt Barr*Matt Jones
The Book of Henry	2017	6.6	Naomi Watts*Jaeden Martell*Jacob Tremblay*Sarah Silverman
Burn After Reading	2008	7.0	Brad Pitt*Frances McDormand*George Clooney*John Malkovich
Scooby-Doo 2: Monsters Unleashed	2004	5.0	Freddie Prinze Jr.*Sarah Michelle Gellar*Matthew Lillard*Linda Cardellini
Before I Fall	2017	6.4	Zoey Deutch*Halston Sage*Cynthy Wu*Medalion Rahimi
Yes Man	2008	6.8	Jim Carrey*Zooey Deschanel*Bradley Cooper*John Michael Higgins
Testament of Youth	2014	7.3	Alicia Vikander*Kit Harington*Taron Egerton*Dominic West
Bronson	2008	7.1	Tom Hardy*Kelly Adams*Luing Andrews*Katy Barker
3:10 to Yuma	2007	7.7	Russell Crowe*Christian Bale*Ben Foster*Logan Lerman
Beasts of the Southern Wild	2012	7.3	Quvenzhané Wallis*Dwight Henry*Levy Easterly*Lowell Landes
Dark City	1998	7.7	Rufus Sewell*Kiefer Sutherland*Jennifer Connelly*William Hurt
The Long Kiss Goodnight	1996	6.8	Geena Davis*Samuel L. Jackson*Yvonne Zima*Craig Bierko
Braven	2018	6.1	Jason Momoa*Garret Dillahunt*Jill Wagner*Stephen Lang
Captain America	1990	3.3	Matt Salinger*Ronny Cox*Ned Beatty*Darren McGavin
Nerve	2016	6.5	Emma Roberts*Dave Franco*Emily Meade*Miles Heizer
Coherence	2013	7.2	Emily Baldoni*Maury Sterling*Nicholas Brendon*Elizabeth Gracen
Hitch	2005	6.6	Will Smith*Eva Mendes*Kevin James*Amber Valletta
Spy Kids 2: Island of Lost Dreams	2002	5.2	Alexa PenaVega*Daryl Sabara*Antonio Banderas*Carla Gugino
The Piano	1993	7.6	Holly Hunter*Harvey Keitel*Sam Neill*Anna Paquin
Serbuan maut 2: Berandal	2014	8.0	Iko Uwais*Yayan Ruhian*Arifin Putra*Oka Antara
The Spy Who Loved Me	1977	7.1	Roger Moore*Barbara Bach*Curd Jürgens*Richard Kiel
Who's Afraid of Virginia Woolf?	1966	8.0	Elizabeth Taylor*Richard Burton*George Segal*Sandy Dennis
Carrie	2013	5.9	Chloë Grace Moretz*Julianne Moore*Gabriella Wilde*Portia Doubleday
Wild	2014	7.1	Reese Witherspoon*Laura Dern*Gaby Hoffmann*Michiel Huisman
Teenage Mutant Ninja Turtles	2014	5.8	Megan Fox*Will Arnett*William Fichtner*Noel Fisher
Men in Black II	2002	6.1	Tommy Lee Jones*Will Smith*Rip Torn*Lara Flynn Boyle
The Hangover Part III	2013	5.8	Bradley Cooper*Zach Galifianakis*Ed Helms*Justin Bartha
Step Up	2006	6.6	Channing Tatum*Jenna Dewan*Damaine Radcliff*De'Shawn Washington
American Pie 2	2001	6.4	Jason Biggs*Seann William Scott*Shannon Elizabeth*Alyson Hannigan
Hotel Rwanda	2004	8.1	Don Cheadle*Sophie Okonedo*Joaquin Phoenix*Xolani Mali
Crash	1996	6.4	James Spader*Holly Hunter*Elias Koteas*Deborah Kara Unger
Evolution	2001	6.1	David Duchovny*Orlando Jones*Julianne Moore*Seann William Scott
The Change-Up	2011	6.3	Jason Bateman*Ryan Reynolds*Olivia Wilde*Leslie Mann
As Above, So Below	2014	6.2	Perdita Weeks*Ben Feldman*Edwin Hodge*François Civil
Home Again	2017	5.8	Reese Witherspoon*Michael Sheen*Candice Bergen*Pico Alexander
Re-Animator	1985	7.2	Jeffrey Combs*Bruce Abbott*Barbara Crampton*David Gale
Avouterie	2015	5.2	Sean Faris*Mehcad Brooks*Danielle Savre*Stephanie Charles
Fallen	2016	5.5	Addison Timlin*Jeremy Irvine*Hermione Corfield*Joely Richardson
Hocus Pocus	1993	6.8	Bette Midler*Sarah Jessica Parker*Kathy Najimy*Omri Katz
Gone in Sixty Seconds	2000	6.5	Nicolas Cage*Angelina Jolie*Giovanni Ribisi*T.J. Cross
Professor Marston and the Wonder Women	2017	7.1	Luke Evans*Rebecca Hall*Bella Heathcote*Connie Britton
Chitty Chitty Bang Bang	1968	6.9	Dick Van Dyke*Sally Ann Howes*Lionel Jeffries*Benny Hill
Shakespeare in Love	1998	7.1	Gwyneth Paltrow*Joseph Fiennes*Geoffrey Rush*Tom Wilkinson
City of Lies	2018	6.7	Johnny Depp*Forest Whitaker*Toby Huss*Dayton Callie
The Benchwarmers	2006	5.6	David Spade*Jon Heder*Rob Schneider*Jon Lovitz
The Wrestler	2008	7.9	Mickey Rourke*Marisa Tomei*Evan Rachel Wood*Mark Margolis
Acts of Vengeance	2017	5.7	Antonio Banderas*Karl Urban*Paz Vega*Cristina Serafini
A Good Day to Die Hard	2013	5.3	Bruce Willis*Jai Courtney*Sebastian Koch*Mary Elizabeth Winstead
Scream 4	2011	6.2	Neve Campbell*Courteney Cox*David Arquette*Lucy Hale
Dogman	2018	7.3	Marcello Fonte*Edoardo Pesce*Nunzia Schiano*Adamo Dionisi
Barbarella	1968	5.9	Jane Fonda*John Phillip Law*Anita Pallenberg*Milo O'Shea
Jodaeiye Nader az Simin	2011	8.3	Payman Maadi*Leila Hatami*Sareh Bayat*Shahab Hosseini
La piel que habito	2011	7.6	Antonio Banderas*Elena Anaya*Jan Cornet*Marisa Paredes
Frances Ha	2012	7.4	Greta Gerwig*Mickey Sumner*Adam Driver*Michael Zegen
Jonah Hex	2010	4.7	Josh Brolin*Megan Fox*John Malkovich*Michael Fassbender
Jane Eyre	2011	7.4	Mia Wasikowska*Michael Fassbender*Jamie Bell*Su Elliot
I Kill Giants	2017	6.2	Madison Wolfe*Zoe Saldana*Imogen Poots*Sydney Wade
The Domestics	2018	5.7	Kate Bosworth*Tyler Hoechlin*Sonoya Mizuno*Lance Reddick
The Queen's Corgi	2019	5.4	Jack Whitehall*Julie Walters*Tom Courtenay*Jon Culshaw
Friday the 13th: The Final Chapter	1984	6.0	Erich Anderson*Judie Aronson*Peter Barton*Kimberly Beck
Draft Day	2014	6.8	Kevin Costner*Chadwick Boseman*Jennifer Garner*Frank Langella
Tommy Boy	1995	7.1	Chris Farley*David Spade*Brian Dennehy*Bo Derek
Lady Macbeth	2016	6.9	Florence Pugh*Cosmo Jarvis*Paul Hilton*Naomi Ackie
Peelers	2016	4.1	Wren Walker*Caz Odin Darko*Madison J. Loos*Cameron Dent
Manhunter	1986	7.2	William Petersen*Kim Greist*Joan Allen*Brian Cox
Nineteen Eighty-Four	1984	7.2	John Hurt*Richard Burton*Suzanna Hamilton*Cyril Cusack
The Mountain Between Us	2017	6.4	Idris Elba*Kate Winslet*Beau Bridges*Dermot Mulroney
Public Enemies	2009	7.0	Christian Bale*Johnny Depp*Christian Stolte*Jason Clarke
The Day the Earth Stood Still	2008	5.5	Keanu Reeves*Jennifer Connelly*Kathy Bates*Jaden Smith
Possum	2018	5.6	Sean Harris*Alun Armstrong*Simon Bubb*Andy Blithe
A-X-L	2018	5.2	Alex Neustaedter*Becky G*Alex MacNicoll*Dominic Rains
When We First Met	2018	6.4	Adam Devine*Alexandra Daddario*Shelley Hennig*Andrew Bachelor
Planet of the Apes	2001	5.7	Mark Wahlberg*Helena Bonham Carter*Tim Roth*Michael Clarke Duncan
Where the Heart Is	2000	6.8	Natalie Portman*James Frain*Ashley Judd*Stockard Channing
Violent Road	1958	6.2	Brian Keith*Dick Foran*Efrem Zimbalist Jr.*Merry Anders
Life	2015	6.1	Robert Pattinson*Dane DeHaan*Peter Lucas*Lauren Gallagher
Goodbye Christopher Robin	2017	7.1	Domhnall Gleeson*Margot Robbie*Kelly Macdonald*Vicki Pepperdine
Left Behind	2014	3.1	Nicolas Cage*Lea Thompson*Cassi Thomson*Chad Michael Murray
The Space Between Us	2017	6.4	Gary Oldman*Asa Butterfield*Carla Gugino*Britt Robertson
The Bourne Legacy	2012	6.7	Jeremy Renner*Rachel Weisz*Edward Norton*Scott Glenn
Krull	1983	6.1	Ken Marshall*Lysette Anthony*Freddie Jones*Francesca Annis
Sex and the City	2008	5.6	Sarah Jessica Parker*Kim Cattrall*Cynthia Nixon*Kristin Davis
Perfect Skin	2018	5.3	Richard Brake*Natalia Kostrzewa*Jo Woodcock*Tom Ashley
Uyare	2019	8.2	Parvathy*Tovino Thomas*Asif Ali*Siddique
The Bourne Ultimatum	2007	8.0	Matt Damon*Edgar Ramírez*Joan Allen*Julia Stiles
Mechanic: Resurrection	2016	5.7	Jason Statham*Jessica Alba*Tommy Lee Jones*Michelle Yeoh
Basic Instinct 2	2006	4.3	Sharon Stone*David Morrissey*David Thewlis*Stan Collymore
Get Him to the Greek	2010	6.4	Jonah Hill*Russell Brand*Elisabeth Moss*Rose Byrne
The Way Way Back	2013	7.4	Steve Carell*Toni Collette*Allison Janney*AnnaSophia Robb
Cop Land	1997	6.9	Sylvester Stallone*Harvey Keitel*Ray Liotta*Robert De Niro
Beowulf	2007	6.2	Ray Winstone*Crispin Glover*Angelina Jolie*Robin Wright
Bruce Almighty	2003	6.7	Jim Carrey*Jennifer Aniston*Morgan Freeman*Philip Baker Hall
Eat Pray Love	2010	5.8	Julia Roberts*Javier Bardem*Richard Jenkins*Viola Davis
The Mask of Zorro	1998	6.7	Antonio Banderas*Anthony Hopkins*Catherine Zeta-Jones*José María de Tavira
Pocahontas	1995	6.7	Mel Gibson*Linda Hunt*Christian Bale*Joe Baker
Fried Green Tomatoes	1991	7.7	Kathy Bates*Jessica Tandy*Mary Stuart Masterson*Mary-Louise Parker
Popeye	1980	5.2	Robin Williams*Shelley Duvall*Ray Walston*Paul Dooley
Equilibrium	2002	7.5	Christian Bale*Sean Bean*Emily Watson*Taye Diggs
Dreamcatcher	2003	5.5	Morgan Freeman*Thomas Jane*Jason Lee*Damian Lewis
The Karate Kid Part II	1986	6.0	Pat Morita*Ralph Macchio*Pat E. Johnson*Bruce Malmuth
Empire of the Sun	1987	7.8	Christian Bale*John Malkovich*Miranda Richardson*Nigel Havers
Cloudy with a Chance of Meatballs	2009	7.0	Anna Faris*Bill Hader*Bruce Campbell*James Caan
The Omen	1976	7.6	Gregory Peck*Lee Remick*Harvey Stephens*David Warner
Machete	2010	6.6	Danny Trejo*Michelle Rodriguez*Robert De Niro*Jessica Alba
The Boy Next Door	2015	4.7	Jennifer Lopez*Ryan Guzman*Kristin Chenoweth*John Corbett
Carlito's Way	1993	7.9	Al Pacino*Sean Penn*Penelope Ann Miller*John Leguizamo
Cleopatra	1963	7.0	Elizabeth Taylor*Richard Burton*Rex Harrison*Pamela Brown
Det sjunde inseglet	1957	8.2	Max von Sydow*Gunnar Björnstrand*Bengt Ekerot*Nils Poppe
Enemy at the Gates	2001	7.6	Jude Law*Ed Harris*Joseph Fiennes*Rachel Weisz
Hoosiers	1986	7.6	Gene Hackman*Barbara Hershey*Dennis Hopper*Sheb Wooley
Magnum Force	1973	7.2	Clint Eastwood*Hal Holbrook*Mitchell Ryan*David Soul
Get Carter	1971	7.5	Michael Caine*Ian Hendry*Britt Ekland*John Osborne
Loving Vincent	2017	7.8	Douglas Booth*Jerome Flynn*Robert Gulaczyk*Helen McCrory
The House	2017	5.6	Will Ferrell*Amy Poehler*Ryan Simpkins*Jason Mantzoukas
Wounds	2019	5.4	Dakota Johnson*Armie Hammer*Zazie Beetz*Brad William Henke
Road to Perdition	2002	7.7	Tom Hanks*Tyler Hoechlin*Rob Maxey*Liam Aiken
The Lake House	2006	6.8	Keanu Reeves*Sandra Bullock*Christopher Plummer*Ebon Moss-Bachrach
Jumper	2008	6.1	Hayden Christensen*Samuel L. Jackson*Jamie Bell*Rachel Bilson
LOL	2012	4.4	Miley Cyrus*Douglas Booth*Ashley Greene*Demi Moore
Deep Impact	1998	6.2	Robert Duvall*Téa Leoni*Elijah Wood*Morgan Freeman
Tonari no Totoro	1988	8.2	Hitoshi Takagi*Noriko Hidaka*Chika Sakamoto*Shigesato Itoi
Jeepers Creepers	2001	6.2	Gina Philips*Justin Long*Jonathan Breck*Patricia Belcher
The Happening	2008	5.0	Mark Wahlberg*Zooey Deschanel*John Leguizamo*Ashlyn Sanchez
Memoirs of a Geisha	2005	7.4	Ziyi Zhang*Ken Watanabe*Michelle Yeoh*Suzuka Ohgo
Playing It Cool	2014	6.0	Chris Evans*Michelle Monaghan*Topher Grace*Aubrey Plaza
A Single Man	2009	7.6	Colin Firth*Julianne Moore*Matthew Goode*Nicholas Hoult
Final Score	2018	5.7	Dave Bautista*Pierce Brosnan*Ray Stevenson*Martyn Ford
Daddy's Home	2015	6.2	Will Ferrell*Mark Wahlberg*Linda Cardellini*Thomas Haden Church
The Apple Dumpling Gang	1975	6.4	Bill Bixby*Susan Clark*Don Knotts*Tim Conway
Mommie Dearest	1981	6.7	Faye Dunaway*Diana Scarwid*Steve Forrest*Howard Da Silva
Season of the Witch	2011	5.4	Nicolas Cage*Ron Perlman*Claire Foy*Stephen Campbell Moore
Sisters	2015	6.0	Amy Poehler*Tina Fey*Maya Rudolph*Ike Barinholtz
Daddy Day Care	2003	5.6	Eddie Murphy*Jeff Garlin*Anjelica Huston*Steve Zahn
The Lucky One	2012	6.5	Zac Efron*Taylor Schilling*Blythe Danner*Riley Thomas Stewart
Miami Vice	2006	6.0	Colin Farrell*Jamie Foxx*Li Gong*Naomie Harris
Collateral Beauty	2016	6.8	Will Smith*Edward Norton*Kate Winslet*Michael Peña
Cargo	2017	6.3	Simone Landers*Martin Freeman*Marlee Jane McPherson-Dobbins*Lily Anne McPherson-Dobbins
The Gift	2000	6.7	Cate Blanchett*Katie Holmes*Keanu Reeves*Giovanni Ribisi
A Monster Calls	2016	7.5	Lewis MacDougall*Sigourney Weaver*Felicity Jones*Toby Kebbell
February	2015	5.9	Emma Roberts*Kiernan Shipka*Lucy Boynton*James Remar
