Penguins of Madagascar	2014	6.7	Tom McGrath*Chris Miller*Christopher Knights*Conrad Vernon
Ladri di biciclette	1948	8.3	Lamberto Maggiorani*Enzo Staiola*Lianella Carell*Elena Altieri
Last Vegas	2013	6.6	Robert De Niro*Michael Douglas*Morgan Freeman*Kevin Kline
Freddy Got Fingered	2001	4.5	Tom Green*Rip Torn*Marisa Coughlan*Eddie Kaye Thomas
Candy	2006	7.3	Heath Ledger*Abbie Cornish*Geoffrey Rush*Tom Budge
Problem Child	1990	5.3	Michael Oliver*John Ritter*Jack Warden*Gilbert Gottfried
Lethal Weapon 4	1998	6.6	Mel Gibson*Danny Glover*Joe Pesci*Rene Russo
Free Willy	1993	5.9	Jason James Richter*Lori Petty*Michael Madsen*Jayne Atkinson
Pledge	2018	5.4	Zachery Byrd*Phillip Andre Botello*Zack Weiner*Aaron Dalla Villa
The Rescuers	1977	6.9	Bob Newhart*Eva Gabor*Geraldine Page*Joe Flynn
Hellfighters	1968	6.6	John Wayne*Katharine Ross*Jim Hutton*Vera Miles
Dream House	2011	6.0	Daniel Craig*Rachel Weisz*Naomi Watts*Elias Koteas
Nebraska	2013	7.7	Bruce Dern*Will Forte*June Squibb*Bob Odenkirk
Mysterious Skin	2004	7.7	Brady Corbet*Joseph Gordon-Levitt*Elisabeth Shue*Chase Ellison
New Jack City	1991	6.6	Wesley Snipes*Ice-T*Allen Payne*Chris Rock
Les quatre cents coups	1959	8.1	Jean-Pierre Léaud*Albert Rémy*Claire Maurier*Guy Decomble
Velvet Goldmine	1998	7.0	Ewan McGregor*Jonathan Rhys Meyers*Christian Bale*Toni Collette
Demon Eye	2019	3.6	Darren Day*Liam Fox*Kate James*Ellie Goffe
Dangerous Beauty	1998	7.3	Catherine McCormack*Rufus Sewell*Oliver Platt*Fred Ward
On Moonlight Bay	1951	7.1	Doris Day*Gordon MacRae*Jack Smith*Leon Ames
A Woman Under the Influence	1974	8.2	Gena Rowlands*Peter Falk*Fred Draper*Lady Rowlands
Galaxy of Terror	1981	5.1	Edward Albert*Erin Moran*Ray Walston*Bernard Behrens
Turist	2014	7.3	Johannes Kuhnke*Lisa Loven Kongsli*Clara Wettergren*Vincent Wettergren
Just Like Heaven	2005	6.7	Reese Witherspoon*Mark Ruffalo*Donal Logue*Dina Spybey-Waters
The Immigrant	2013	6.6	Marion Cotillard*Joaquin Phoenix*Jeremy Renner*Dagmara Dominczyk
The Undefeated	1969	6.7	John Wayne*Rock Hudson*Antonio Aguilar*Roman Gabriel
Old Dogs	2009	5.4	Robin Williams*John Travolta*Seth Green*Kelly Preston
Tower Heist	2011	6.2	Eddie Murphy*Ben Stiller*Casey Affleck*Alan Alda
In the Loop	2009	7.5	Tom Hollander*Peter Capaldi*James Gandolfini*Harry Hadden-Paton
Heavy Weights	1995	6.7	Tom McGowan*Aaron Schwartz*Ben Stiller*David Goldman
Friends with Money	2006	5.8	Jennifer Aniston*Frances McDormand*Catherine Keener*Joan Cusack
The Sessions	2012	7.2	John Hawkes*Helen Hunt*William H. Macy*Moon Bloodgood
The Longshot	1986	5.5	Tim Conway*Jack Weston*Harvey Korman*Brad Trumbull
La región salvaje	2016	6.2	Ruth Ramos*Simone Bucio*Jesús Meza*Eden Villavicencio
Caché	2005	7.3	Daniel Auteuil*Juliette Binoche*Maurice Bénichou*Annie Girardot
Machine Gun Preacher	2011	6.8	Gerard Butler*Michelle Monaghan*Michael Shannon*Kathy Baker
Cell	2016	4.3	John Cusack*Samuel L. Jackson*Isabelle Fuhrman*Clark Sarullo
The Physician	2013	7.2	Tom Payne*Stellan Skarsgård*Olivier Martinez*Emma Rigby
Paul, Apostle of Christ	2018	6.7	Jim Caviezel*James Faulkner*Olivier Martinez*Joanne Whalley
The Eye	2008	5.4	Jessica Alba*Alessandro Nivola*Parker Posey*Rade Serbedzija
Redcon-1	2018	5.0	Oris Erhuero*Carlos Gallardo*Mark Strange*Katarina Leigh Waters
Jungle 2 Jungle	1997	5.1	Tim Allen*Martin Short*JoBeth Williams*Lolita Davidovich
Share	2019	7.0	Rhianne Barreto*Charlie Plummer*Poorna Jagannathan*J.C. MacKenzie
The Wall	2017	6.2	Aaron Taylor-Johnson*John Cena*Laith Nakli
Plein soleil	1960	7.8	Alain Delon*Maurice Ronet*Marie Laforêt*Erno Crisa
Sobibor	2018	6.3	Konstantin Khabenskiy*Christopher Lambert*Mariya Kozhevnikova*Michalina Olszanska
Seabiscuit	2003	7.3	Tobey Maguire*Jeff Bridges*Elizabeth Banks*Chris Cooper
3 Ninjas	1992	5.3	Victor Wong*Michael Treanor*Max Elliott Slade*Chad Power
Mirrors	2008	6.2	Kiefer Sutherland*Paula Patton*Amy Smart*Cameron Boyce
Teenage Mutant Ninja Turtles III	1993	4.8	Elias Koteas*Paige Turco*Stuart Wilson*Sab Shimono
The Thirteenth Floor	1999	7.0	Craig Bierko*Gretchen Mol*Armin Mueller-Stahl*Vincent D'Onofrio
Fun Mom Dinner	2017	5.2	Katie Aselton*Toni Collette*Bridget Everett*Molly Shannon
The Cobbler	2014	5.8	Adam Sandler*Melonie Diaz*Steve Buscemi*Method Man
Tigerland	2000	7.0	Colin Farrell*Matthew Davis*Clifton Collins Jr.*Tom Guiry
Repulsion	1965	7.8	Catherine Deneuve*Ian Hendry*John Fraser*Yvonne Furneaux
Deadly Switch	2019	4.5	Hayley McLaughlin*Danika Yarosh*Dylan Walsh*Teri Polo
The Black Klansman	1966	6.1	Richard Gilden*Rima Kutner*Harry Lovejoy*Max Julien
Little Buddha	1993	6.1	Keanu Reeves*Bridget Fonda*Ruocheng Ying*Chris Isaak
Lionheart	1990	6.2	Jean-Claude Van Damme*Harrison Page*Deborah Rennard*Lisa Pelikan
The Rookie	2002	7.0	Dennis Quaid*J.D. Evermore*Rachel Griffiths*Jay Hernandez
Thank You for Smoking	2005	7.6	Aaron Eckhart*Cameron Bright*Maria Bello*Joan Lunden
Branagh Theatre Live: Romeo and Juliet	2016	8.1	Marisa Berenson*Jack Colgrave Hirst*Tom Hanson*Matthew Hawksley
Wicked Stepmother	1989	4.2	Bette Davis*Barbara Carrera*Colleen Camp*Lionel Stander
Sacrifice	1986	8.1	Erland Josephson*Susan Fleetwood*Allan Edwall*Guðrún Gísladóttir
The Boss	2016	5.4	Melissa McCarthy*Kristen Bell*Peter Dinklage*Ella Anderson
Plus One	2019	8.4	Maya Erskine*Jack Quaid*Ed Begley Jr.*Alex Anfanger
The Lawnmower Man	1992	5.4	Jeff Fahey*Pierce Brosnan*Jenny Wright*Mark Bringelson
L'amant double	2017	6.2	Marine Vacth*Jérémie Renier*Jacqueline Bisset*Myriam Boyer
Jobs	2013	5.9	Ashton Kutcher*Dermot Mulroney*Josh Gad*Lukas Haas
Tuck Everlasting	2002	6.7	Alexis Bledel*Jonathan Jackson*Sissy Spacek*William Hurt
Bright Lights, Big City	1988	5.7	Michael J. Fox*Kiefer Sutherland*Phoebe Cates*Swoosie Kurtz
Starman	1984	7.0	Jeff Bridges*Karen Allen*Charles Martin Smith*Richard Jaeckel
The Transporter Refueled	2015	5.2	Ed Skrein*Loan Chabanol*Ray Stevenson*Lenn Kudrjawizki
Mean Creek	2004	7.2	Rory Culkin*Ryan Kelley*Scott Mechlowicz*Trevor Morgan
The Hills Have Eyes	1977	6.4	Suze Lanier-Bramlett*Robert Houston*Martin Speer*Dee Wallace
Headshot	2016	6.3	Iko Uwais*Chelsea Islan*Sunny Pang*Very Tri Yulisman
Now & Later	2009	5.2	Keller Wortham*Shari Solanis*Luis Fernandez-Gil*Adrian Quinonez
The Darkness	2016	4.4	Kevin Bacon*Radha Mitchell*David Mazouz*Lucy Fry
The Hitcher	1986	7.3	Rutger Hauer*C. Thomas Howell*Jennifer Jason Leigh*Jeffrey DeMunn
Hard Times	1975	7.3	Charles Bronson*James Coburn*Jill Ireland*Strother Martin
American Pastoral	2016	6.1	Ewan McGregor*Jennifer Connelly*Dakota Fanning*Peter Riegert
Batman: The Movie	1966	6.5	Adam West*Burt Ward*Lee Meriwether*Cesar Romero
Kiss and Cry	2017	6.9	Sarah Fisher*Luke Bilyk*Chantal Kreviazuk*Sergio Di Zio
I'm Still Here	2010	6.2	Joaquin Phoenix*Antony Langdon*Carey Perloff*Larry McHale
Rad	1986	7.1	Bart Conner*Lori Loughlin*Bill Allen*Talia Shire
The Descent: Part 2	2009	5.8	Michael J. Reynolds*Shauna Macdonald*Jessika Williams*Douglas Hodge
The Treasure of the Sierra Madre	1948	8.2	Humphrey Bogart*Walter Huston*Tim Holt*Bruce Bennett
Mother's Day	1980	5.4	Tiana Pierce*Nancy Hendrickson*Deborah Luce*Frederick Coffin
The Eagle	2011	6.2	Channing Tatum*Jamie Bell*Donald Sutherland*István Göz
Trois couleurs: Bleu	1993	8.0	Juliette Binoche*Zbigniew Zamachowski*Julie Delpy*Benoît Régent
Frank	2014	7.0	Michael Fassbender*Domhnall Gleeson*Maggie Gyllenhaal*Moira Brooker
Chi bi	2008	7.4	Tony Chiu-Wai Leung*Takeshi Kaneshiro*Fengyi Zhang*Chen Chang
Janghwa, Hongryeon	2003	7.2	Kap-su Kim*Jung-ah Yum*Soo-jung Lim*Geun-young Moon
Pawn Sacrifice	2014	7.0	Tobey Maguire*Liev Schreiber*Peter Sarsgaard*Michael Stuhlbarg
Stargate Origins: Catherine	2018	4.3	Ellie Gall*Connor Trinneer*Aylam Orian*Philip Alexander
In the Cut	2003	5.3	Meg Ryan*Mark Ruffalo*Jennifer Jason Leigh*Michael Nuccio
Halloween: The Curse of Michael Myers	1995	4.9	Donald Pleasence*Paul Rudd*Marianne Hagan*Mitchell Ryan
Necessary Roughness	1991	6.1	Scott Bakula*Hector Elizondo*Robert Loggia*Harley Jane Kozak
Dark River	2017	5.8	Ruth Wilson*Jonah Russell*Paul Robertson*Sean Bean
Fish Tank	2009	7.3	Katie Jarvis*Michael Fassbender*Kierston Wareing*Rebecca Griffiths
The Last	2019	3.3	Reed Birney*AJ Cedeno*Jill Durso*Julie Fain Lawrence
The Texas Chainsaw Massacre 2	1986	5.6	Dennis Hopper*Caroline Williams*Jim Siedow*Bill Moseley
The Hudsucker Proxy	1994	7.3	Tim Robbins*Paul Newman*Jennifer Jason Leigh*Charles Durning
James and the Giant Peach	1996	6.7	Paul Terry*Joanna Lumley*Pete Postlethwaite*Simon Callow
Euphoria	2017	5.8	Alicia Vikander*Eva Green*Charles Dance*Charlotte Rampling
Red Lights	2012	6.2	Sigourney Weaver*Robert De Niro*Cillian Murphy*Elizabeth Olsen
The Beguiled	1971	7.2	Clint Eastwood*Geraldine Page*Elizabeth Hartman*Jo Ann Harris
Beauty Shop	2005	5.6	Queen Latifah*Alicia Silverstone*Djimon Hounsou*Andie MacDowell
The War of the Roses	1989	6.8	Michael Douglas*Kathleen Turner*Danny DeVito*Marianne Sägebrecht
The Prophecy	1995	6.5	Christopher Walken*Elias Koteas*Virginia Madsen*Eric Stoltz
Step Up Revolution	2012	6.5	Kathryn McCormick*Ryan Guzman*Cleopatra Coleman*Misha Gabriel Hamilton
By the Light of the Silvery Moon	1953	7.1	Doris Day*Gordon MacRae*Leon Ames*Rosemary DeCamp
I'm Just F*cking With You	2019	5.6	Hayes MacArthur*Jessica McNamee*Keir O'Donnell
What Keeps You Alive	2018	5.7	Hannah Emily Anderson*Brittany Allen*Martha MacIsaac*Joey Klein
Batman: Gotham by Gaslight	2018	6.8	Bruce Greenwood*Jennifer Carpenter*Chris Cox*John DiMaggio
Bambi	1942	7.3	Hardie Albright*Stan Alexander*Bobette Audrey*Peter Behn
Das weiße Band - Eine deutsche Kindergeschichte	2009	7.8	Christian Friedel*Ernst Jacobi*Leonie Benesch*Ulrich Tukur
Science Fiction Volume One: The Osiris Child	2016	5.6	Kellan Lutz*Daniel MacPherson*Isabel Lucas*Luke Ford
Broken Arrow	1996	6.0	John Travolta*Christian Slater*Samantha Mathis*Delroy Lindo
Notorious	1946	8.0	Cary Grant*Ingrid Bergman*Claude Rains*Louis Calhern
My Little Pony: The Movie	2017	6.1	Emily Blunt*Kristin Chenoweth*Liev Schreiber*Michael Peña
The Sea of Trees	2015	6.0	Matthew McConaughey*Naomi Watts*Ken Watanabe*Ryoko Seta
Puppet Master: The Littlest Reich	2018	5.4	Thomas Lennon*Jenny Pellicer*Nelson Franklin*Charlyne Yi
The King and I	1956	7.5	Yul Brynner*Deborah Kerr*Rita Moreno*Martin Benson
An Evening with Beverly Luff Linn	2018	5.7	Aubrey Plaza*Jemaine Clement*Emile Hirsch*Matt Berry
Halloween H20: 20 Years Later	1998	5.7	Jamie Lee Curtis*Josh Hartnett*Adam Arkin*Michelle Williams
Shocker	1989	5.4	Michael Murphy*Mitch Pileggi*John Tesh*Heather Langenkamp
The Young Offenders	2016	7.1	Alex Murphy*Chris Walley*Hilary Rose*Dominic MacHale
Accident Man	2018	6.1	Scott Adkins*Ray Stevenson*Ashley Greene*David Paymer
Don't Say a Word	2001	6.3	Michael Douglas*Sean Bean*Brittany Murphy*Skye McCole Bartusiak
Young Man with a Horn	1950	7.2	Kirk Douglas*Lauren Bacall*Doris Day*Hoagy Carmichael
Stick It	2006	6.4	Missy Peregrym*Jeff Bridges*Vanessa Lengies*Nikki SooHoo
Proud Mary	2018	4.9	Taraji P. Henson*Billy Brown*Jahi Di'Allo Winston*Neal McDonough
Liberal Arts	2012	6.7	Josh Radnor*Elizabeth Olsen*Zac Efron*Elizabeth Reaser
Pet	2016	5.7	Dominic Monaghan*Ksenia Solo*Jennette McCurdy*Da'Vone McDonald
Goon: Last of the Enforcers	2017	5.8	Seann William Scott*Alison Pill*Marc-André Grondin*Liev Schreiber
Mashina lyubvi	2016	4.6	Natalya Anisimova*Rafael Durnonyan*Maria Lavrova*Andrey Nazimov
Control	2007	7.7	Sam Riley*Samantha Morton*Craig Parkinson*Alexandra Maria Lara
Friday After Next	2002	5.8	Ice Cube*Mike Epps*John Witherspoon*Don 'D.C.' Curry
The Black Cauldron	1985	6.5	Grant Bardsley*Freddie Jones*Susan Sheridan*Nigel Hawthorne
Wolf	1994	6.2	Jack Nicholson*Michelle Pfeiffer*James Spader*Kate Nelligan
Chaos	2005	6.5	Jason Statham*Ryan Phillippe*Wesley Snipes*Henry Czerny
Pusher	1996	7.4	Kim Bodnia*Zlatko Buric*Laura Drasbæk*Slavko Labovic
Night on Earth	1991	7.8	Winona Ryder*Gena Rowlands*Lisanne Falk*Alan Randolph Scott
Kill List	2011	6.4	Neil Maskell*MyAnna Buring*Harry Simpson*Michael Smiley
A Field in England	2013	6.3	Julian Barratt*Peter Ferdinando*Richard Glover*Ryan Pope
Knights of Badassdom	2013	5.7	Ryan Kwanten*Steve Zahn*Peter Dinklage*Summer Glau
Nowhere Boy	2009	7.1	Aaron Taylor-Johnson*Kristin Scott Thomas*Anne-Marie Duff*David Threlfall
Kingsglaive: Final Fantasy XV	2016	6.8	Aaron Paul*Lena Headey*Sean Bean*Neil Newbon
Unrelated	2007	6.8	Kathryn Worth*Harry Kershaw*Emma Hiddleston*Henry Lloyd-Hughes
Monte Carlo	2011	5.8	Selena Gomez*Leighton Meester*Katie Cassidy*Cory Monteith
Little Fockers	2010	5.5	Ben Stiller*Teri Polo*Robert De Niro*Owen Wilson
A Shot in the Dark	1964	7.5	Peter Sellers*Elke Sommer*George Sanders*Herbert Lom
Brigsby Bear	2017	7.3	Kyle Mooney*Mark Hamill*Jorge Lendeborg Jr.*Matt Walsh
Saturday the 14th	1981	4.6	Richard Benjamin*Paula Prentiss*Jeffrey Tambor*Severn Darden
Norm of the North: Keys to the Kingdom	2018	3.4	Andrew Toth*Maya Kay*Alan Marriott*Maureen Jones
Bullet Head	2017	5.4	Adrien Brody*Antonio Banderas*John Malkovich*Rory Culkin
Toni Erdmann	2016	7.4	Sandra Hüller*Peter Simonischek*Michael Wittenborn*Thomas Loibl
The Forbidden Kingdom	2008	6.6	Jackie Chan*Jet Li*Michael Angarano*Juana Collignon
Zui quan	1978	7.6	Jackie Chan*Siu Tin Yuen*Jung-Lee Hwang*Dean Shek
Marnie	1964	7.2	Tippi Hedren*Sean Connery*Martin Gabel*Louise Latham
Rock Dog	2016	5.9	Luke Wilson*Eddie Izzard*J.K. Simmons*Lewis Black
Idle Hands	1999	6.2	Devon Sawa*Seth Green*Elden Henson*Jessica Alba
Holding the Man	2015	7.3	Ryan Corr*Sarah Snook*Francesco Ferdinandi*Craig Matthew Stott
Hoot	2006	5.6	Logan Lerman*Luke Wilson*Brie Larson*Tim Blake Nelson
Night Shift	1982	6.5	Henry Winkler*Michael Keaton*Shelley Long*Gina Hecht
Sirens	1994	5.8	Hugh Grant*Tara Fitzgerald*Sam Neill*Elle Macpherson
Starter for 10	2006	6.7	James McAvoy*Alice Eve*Rebecca Hall*Joseph Friend
The Ringer	2005	5.8	Johnny Knoxville*Katherine Heigl*Brian Cox*Jed Rees
Blanche comme neige	2019	5.3	Lou de Laâge*Isabelle Huppert*Charles Berling*Damien Bonnard
Behind Enemy Lines	2001	6.4	Gene Hackman*Owen Wilson*Gabriel Macht*Charles Malik Whitfield
Tiptoes	2003	4.6	Gary Oldman*Peter Dinklage*Kate Beckinsale*Matthew McConaughey
MacGruber	2010	5.5	Will Forte*Kristen Wiig*Val Kilmer*Ryan Phillippe
Mothers and Daughters	2016	5.0	Selma Blair*Luke Mitchell*Symmetry*Gilles Marini
The Postman Always Rings Twice	1981	6.6	Jack Nicholson*Jessica Lange*John Colicos*Michael Lerner
Depraved	2019	3.8	David Call*Joshua Leonard*Alex Breaux*Ana Kayne
Evita	1996	6.3	Madonna*Jonathan Pryce*Antonio Banderas*Jimmy Nail
Tom Horn	1980	6.9	Steve McQueen*Linda Evans*Richard Farnsworth*Billy Green Bush
Yôjinbô	1961	8.3	Toshirô Mifune*Eijirô Tôno*Tatsuya Nakadai*Yôko Tsukasa
The Pirates of Somalia	2017	6.8	Al Pacino*Evan Peters*Melanie Griffith*Barkhad Abdi
Concussion	2013	5.7	Robin Weigert*Maggie Siff*Johnathan Tchaikovsky*Ben Shenkman
Beginners	2010	7.2	Ewan McGregor*Christopher Plummer*Mélanie Laurent*Goran Visnjic
Diarios de motocicleta	2004	7.8	Gael García Bernal*Rodrigo De la Serna*Mía Maestro*Mercedes Morán
Mindhunters	2004	6.4	Val Kilmer*LL Cool J*Christian Slater*Eion Bailey
Bad Santa	2003	7.1	Billy Bob Thornton*Bernie Mac*Lauren Graham*John Ritter
Lethal Weapon 3	1992	6.7	Mel Gibson*Danny Glover*Joe Pesci*Rene Russo
Child's Play 3	1991	5.1	Justin Whalin*Perrey Reeves*Jeremy Sylvers*Travis Fine
License to Drive	1988	6.3	Corey Haim*Corey Feldman*Carol Kane*Richard Masur
Il postino	1994	7.7	Massimo Troisi*Philippe Noiret*Maria Grazia Cucinotta*Renato Scarpa
Henry & June	1990	6.3	Fred Ward*Uma Thurman*Maria de Medeiros*Richard E. Grant
The Family Stone	2005	6.3	Dermot Mulroney*Sarah Jessica Parker*Claire Danes*Diane Keaton
To Sir, with Love	1967	7.7	Sidney Poitier*Judy Geeson*Christian Roberts*Suzy Kendall
Poltergeist	2015	4.9	Sam Rockwell*Rosemarie DeWitt*Kennedi Clements*Saxon Sharbino
The Glass House	2001	5.8	Diane Lane*Leelee Sobieski*Stellan Skarsgård*Bruce Dern
Good Night, and Good Luck.	2005	7.5	David Strathairn*George Clooney*Patricia Clarkson*Jeff Daniels
Irrational Man	2015	6.6	Joaquin Phoenix*Emma Stone*Parker Posey*Joe Stapleton
Eagle vs Shark	2007	6.8	Loren Taylor*Jemaine Clement*Craig Hall*Joel Tobeck
Enough	2002	5.7	Jennifer Lopez*Billy Campbell*Tessa Allen*Juliette Lewis
Malibu's Most Wanted	2003	5.2	Jamie Kennedy*Ryan O'Neal*Blair Underwood*Taye Diggs
Bulletproof Monk	2003	5.5	Yun-Fat Chow*Seann William Scott*Jaime King*Karel Roden
Red State	2011	6.2	Michael Parks*Melissa Leo*John Goodman*Michael Angarano
Nine Lives	2016	5.3	Kevin Spacey*Jennifer Garner*Robbie Amell*Cheryl Hines
The Substitute	1996	5.9	Tom Berenger*Raymond Cruz*William Forsythe*Luis Guzmán
The Sword in the Stone	1963	7.2	Rickie Sorensen*Sebastian Cabot*Karl Swenson*Junius Matthews
House of Sand and Fog	2003	7.6	Jennifer Connelly*Ben Kingsley*Ron Eldard*Frances Fisher
Black Dynamite	2009	7.4	Michael Jai White*Arsenio Hall*Tommy Davidson*Phyllis Applegate
Baby's Day Out	1994	6.0	Lara Flynn Boyle*Joe Mantegna*Joe Pantoliano*Brian Haley
La noche de 12 años	2018	7.7	Antonio de la Torre*Chino Darín*Alfonso Tort*César Troncoso
Baby Geniuses	1999	2.6	Kathleen Turner*Christopher Lloyd*Kim Cattrall*Peter MacNicol
The Men Who Stare at Goats	2009	6.2	Ewan McGregor*George Clooney*Kevin Spacey*Jeff Bridges
Valley of the Dolls	1967	6.0	Barbara Parkins*Patty Duke*Paul Burke*Sharon Tate
Thank You for Your Service	2017	6.5	Miles Teller*Beulah Koale*Joe Cole*Scott Haze
Vengeance: A Love Story	2017	5.2	Nicolas Cage*Anna Hutchison*Talitha Eliana Bateman*Deborah Kara Unger
Vantage Point	2008	6.6	Dennis Quaid*Forest Whitaker*Matthew Fox*Bruce McGill
The Invasion	2007	5.9	Nicole Kidman*Daniel Craig*Jeremy Northam*Jackson Bond
Tokarev	2014	5.0	Nicolas Cage*Rachel Nichols*Max Ryan*Michael McGrady
Toof	2019	2.6	Claire-Maria Fox*Claudine-Helene Aumord*Manny Jai Montana*Clayton Frake
Slumlord	2015	5.1	Neville Archambault*Sean Carrigan*PJ McCabe*Brianne Moncrief
Babam ve Oglum	2005	8.4	Çetin Tekindor*Fikret Kuskan*Hümeyra*Ege Tanman
Hoodwinked!	2005	6.5	Anne Hathaway*Glenn Close*Patrick Warburton*Jim Belushi
Sea of Love	1989	6.8	Al Pacino*Ellen Barkin*John Goodman*Michael Rooker
Le samouraï	1967	8.1	Alain Delon*François Périer*Nathalie Delon*Cathy Rosier
Prom Night	1980	5.4	Leslie Nielsen*Jamie Lee Curtis*Casey Stevens*Anne-Marie Martin
Passengers	2008	5.9	Anne Hathaway*Patrick Wilson*David Morse*Andre Braugher
Honey	2003	5.3	Jessica Alba*Mekhi Phifer*Romeo Miller*Missy Elliott
Just My Luck	2006	5.4	Lindsay Lohan*Chris Pine*Samaire Armstrong*Bree Turner
Bonjour Anne	2016	5.8	Diane Lane*Arnaud Viard*Alec Baldwin*Elise Tielrooy
Miss March	2009	5.0	Zach Cregger*Trevor Moore*Raquel Alessi*Molly Stanton
Murder by Death	1976	7.4	Peter Falk*Alec Guinness*Peter Sellers*Eileen Brennan
Monster Trucks	2016	5.7	Lucas Till*Jane Levy*Thomas Lennon*Barry Pepper
Jin ling shi san chai	2011	7.6	Christian Bale*Ni Ni*Xinyi Zhang*Tianyuan Huang
The Sword and the Sorcerer	1982	5.6	Lee Horsley*Kathleen Beller*Simon MacCorkindale*George Maharis
King of New York	1990	7.0	Christopher Walken*David Caruso*Laurence Fishburne*Victor Argo
The Changeling	1980	7.3	George C. Scott*Trish Van Devere*Melvyn Douglas*Jean Marsh
Stretch	2014	6.5	Patrick Wilson*Ed Helms*James Badge Dale*Brooklyn Decker
Fantasia	1940	7.8	Leopold Stokowski*Deems Taylor*Corey Burton*Walt Disney
Paris, je t'aime	2006	7.3	Juliette Binoche*Leonor Watling*Ludivine Sagnier*Fanny Ardant
Fate Is the Hunter	1964	7.0	Glenn Ford*Nancy Kwan*Rod Taylor*Suzanne Pleshette
The Hustler	1961	8.0	Paul Newman*Jackie Gleason*Piper Laurie*George C. Scott
Hell of a Night	2019	3.3	Rachael Hevrin*Grace Powell*Ella Taylor*Kristin McKenzie Rice
Deadgirl	2008	5.7	Shiloh Fernandez*Noah Segan*Candice King*Eric Podnar
Permission	2017	5.3	Rebecca Hall*Dan Stevens*Gina Gershon*François Arnaud
Sydney White	2007	6.3	Amanda Bynes*Sara Paxton*Matt Long*Jack Carpenter
The Music Man	1962	7.7	Robert Preston*Shirley Jones*Buddy Hackett*Hermione Gingold
Victory	1981	6.6	Michael Caine*Sylvester Stallone*Pelé*Bobby Moore
Julie	1956	6.2	Doris Day*Louis Jourdan*Barry Sullivan*Frank Lovejoy
Vision Quest	1985	6.6	Matthew Modine*Linda Fiorentino*Michael Schoeffling*Ronny Cox
Surf's Up	2007	6.7	Shia LaBeouf*Zooey Deschanel*Jon Heder*Jeff Bridges
Incontrol	2017	4.3	Sarah Troyer*Anja Savcic*Valerie Planche*Christopher Rosamond
Ocean's Eleven	1960	6.6	Frank Sinatra*Dean Martin*Sammy Davis Jr.*Peter Lawford
The Hungover Games	2014	3.7	Ross Nathan*Sam Pancake*Ben Begley*Herbert Russell
Woody Woodpecker	2017	4.2	Eric Bauza*Timothy Omundson*Graham Verchere*Jordana Largy
Opera	1987	7.1	Cristina Marsillach*Ian Charleson*Urbano Barberini*Daria Nicolodi
Showdown in Little Tokyo	1991	6.1	Dolph Lundgren*Brandon Lee*Cary-Hiroyuki Tagawa*Tia Carrere
El espinazo del diablo	2001	7.4	Marisa Paredes*Eduardo Noriega*Federico Luppi*Fernando Tielve
Airheads	1994	6.1	Brendan Fraser*Steve Buscemi*Adam Sandler*Chris Farley
The Iron Lady	2011	6.4	Meryl Streep*Jim Broadbent*Richard E. Grant*Susan Brown
Ruby Sparks	2012	7.2	Paul Dano*Zoe Kazan*Annette Bening*Antonio Banderas
Brother Bear	2003	6.8	Joaquin Phoenix*Jeremy Suarez*Rick Moranis*Jason Raize
K-PAX	2001	7.4	Kevin Spacey*Jeff Bridges*Mary McCormack*Alfre Woodard
Hidalgo	2004	6.7	Viggo Mortensen*Omar Sharif*Zuleikha Robinson*Louise Lombard
The Seven Deadly Sins: Prisoners of the Sky	2018	7.2	Yûki Kaji*Sora Amamiya*Misaki Kuno*Aoi Yûki
Handsome Devil	2016	7.1	Fionn O'Shea*Ardal O'Hanlon*Amy Huberman*Ruairi O'Connor
The Best Years of Our Lives	1946	8.1	Myrna Loy*Dana Andrews*Fredric March*Teresa Wright
Back Fork	2019	6.2	A.J. Cook*Josh Stewart*Agnes Bruckner*Wade Williams
The Last Dragon	1985	6.9	Taimak*Vanity*Christopher Murney*Julius Carry
Saw VI	2009	6.0	Tobin Bell*Costas Mandylor*Mark Rolston*Betsy Russell
Romper Stomper	1992	6.8	Russell Crowe*Daniel Pollock*Jacqueline McKenzie*Alex Scott
Curse of Chucky	2013	5.7	Chantal Quesnelle*Fiona Dourif*Jordan Gavaris*Danielle Bisutti
Manhattan Murder Mystery	1993	7.4	Woody Allen*Diane Keaton*Jerry Adler*Lynn Cohen
Silver Bullet	1985	6.4	Gary Busey*Everett McGill*Corey Haim*Megan Follows
The Gay Falcon	1941	6.6	George Sanders*Wendy Barrie*Allen Jenkins*Nina Vale
Ice Age: Dawn of the Dinosaurs	2009	7.0	Ray Romano*John Leguizamo*Denis Leary*Eunice Cho
Dark Star	1974	6.4	Dan O'Bannon*Dre Pahich*Brian Narelle*Cal Kuniholm
Wizards	1977	6.5	Bob Holt*Jesse Welles*Richard Romanus*David Proval
Captivity	2007	4.7	Elisha Cuthbert*Daniel Gillies*Pruitt Taylor Vince*Michael Harney
The Dyatlov Pass Incident	2013	5.7	Holly Goss*Matt Stokoe*Luke Albright*Ryan Hawley
Thumper	2017	5.8	Eliza Taylor*Pablo Schreiber*Lena Headey*Ben Feldman
The Verdict	1982	7.8	Paul Newman*Charlotte Rampling*Jack Warden*James Mason
Invincible	2006	7.1	Mark Wahlberg*Greg Kinnear*Elizabeth Banks*Kevin Conway
